Scenario,QueueTime
Current,4214.05008
Current,4220.57267
Current,4087.66284
Current,4028.24394
Current,4011.59321
Current,3964.71738
Current,3849.35273
Current,3863.25803
Current,3777.55003
Current,3730.81815
Current,3610.34422
Current,3634.21897
Current,3428.88302
Current,3436.40451
Current,3146.72944
Current,3124.51204
Current,2968.32151
Current,2727.9444
Current,2482.6726
Current,6218.66596
Current,6244.72769
Current,6200.19741
Current,6206.6438
Current,6216.0061
Current,5855.20213
Current,5798.77018
Current,5686.09719
Current,5551.1771
Current,5419.23975
Current,5428.79564
Current,5240.18117
Current,5236.88328
Current,5259.46112
Current,5096.50624
Current,4942.31157
Current,4836.61485
Current,4817.764
Current,4762.87085
Current,4638.92353
Current,5660.5971
Current,5544.40379
Current,5543.33062
Current,5449.81396
Current,5411.81543
Current,5438.25415
Current,5353.66188
Current,5365.29617
Current,5343.60256
Current,5303.98593
Current,5185.64335
Current,5166.12345
Current,5164.60163
Current,5107.74615
Current,5122.73909
Current,5078.72838
Current,4925.68841
Current,4844.78071
Current,4814.97716
Current,4741.18742
Current,4713.08979
Current,5737.10667
Current,5709.01313
Current,5712.63429
Current,5690.40354
Current,5511.74375
Current,5456.51627
Current,5401.05285
Current,5208.14448
Current,4883.7268
Current,4814.87039
Current,4821.42013
Current,4831.94792
Current,4801.84153
Current,4593.39502
Current,4603.15198
Current,4592.26643
Current,4492.13268
Current,4209.40144
Current,4146.74301
Current,4135.80512
Current,4096.68908
Current,5018.15563
Current,5005.72393
Current,5035.1158
Current,4770.85671
Current,4138.60507
Current,4146.59909
Current,4095.33566
Current,3963.49784
Current,3873.28437
Current,3789.9994
Current,3782.23041
Current,3509.33377
Current,3230.81143
Current,3115.8241
Current,3002.10823
Current,2976.49025
Current,2986.98976
Current,2996.01737
Current,2918.27839
Current,2574.0169
Current,3492.38202
Current,3320.93355
Current,3265.00184
Current,3271.30571
Current,2821.03783
Current,2592.2351
Current,2601.84591
Current,2561.53814
Current,2435.0267
Current,2347.19815
Current,2193.13596
Current,2094.03994
Current,2022.20424
Current,2007.62823
Current,2031.30392
Current,2026.08681
Current,1874.70818
Current,1824.91088
Current,1563.60186
Current,1526.22486
Current,1000.83268
Current,4838.68339
Current,4547.78109
Current,4549.80181
Current,4483.81529
Current,4452.12186
Current,4317.31683
Current,4251.46504
Current,4148.41791
Current,4104.79411
Current,4066.43443
Current,4068.32549
Current,4090.76542
Current,4055.19109
Current,4012.89036
Current,4036.72273
Current,3704.54169
Current,3735.21006
Current,3745.32722
Current,3693.39557
Current,3725.52875
Current,4740.45038
Current,4641.54777
Current,4593.31771
Current,4576.89895
Current,4459.43358
Current,4434.78394
Current,4200.76328
Current,4181.91222
Current,4118.98976
Current,4000.45157
Current,3833.19693
Current,3606.81763
Current,3561.93215
Current,3467.57523
Current,3112.27378
Current,3103.78678
Current,3102.37782
Current,3109.07635
Current,3057.2981
Current,3089.12
Current,3070.9586
Current,4084.934
Current,4110.587
Current,4092.8659
Current,4007.1217
Current,3954.4848
Current,3856.8478
Current,3809.689
Current,3841.4201
Current,3760.8571
Current,3726.7227
Current,3723.1739
Current,3651.3001
Current,3545.4473
Current,3555.7556
Current,3563.4836
Current,3461.7877
Current,3448.4823
Current,3448.8421
Current,3427.2382
Current,2995.4285
Current,3865.5652
Current,3424.7131
Current,3411.2933
Current,3108.0193
Current,3070.1961
Current,3092.4641
Current,3017.268
Current,3038.1901
Current,3044.5289
Current,2784.3136
Current,2796.7319
Current,2324.3381
Current,2315.5265
Current,1884.5392
Current,1785.9871
Current,1785.7873
Current,1709.029
Current,1655.7956
Current,1666.0123
Current,1654.3607
Current,2576.7003
Current,2584.2441
Current,2427.9235
